"","From","eID","Date","Subject","to","month","day","year"
"69","Ada.Campo-Corrente@gastech.com.kronos",253,"1/8/2014 11:02","RE: Impact of Kronos politics on upcoming rollout","Sten.Sanjorge Jr.@gastech.com.tethys","1","8","2014 11:02"
"70","Ada.Campo-Corrente@gastech.com.kronos",253,"1/8/2014 11:02","RE: Impact of Kronos politics on upcoming rollout","Ada.Campo-Corrente@gastech.com.kronos","1","8","2014 11:02"
"71","Ada.Campo-Corrente@gastech.com.kronos",262,"1/8/2014 11:53","RE: Impact of Kronos politics on upcoming rollout","Orhan.Strum@gastech.com.kronos","1","8","2014 11:53"
"72","Ada.Campo-Corrente@gastech.com.kronos",262,"1/8/2014 11:53","RE: Impact of Kronos politics on upcoming rollout","Sten.Sanjorge Jr.@gastech.com.tethys","1","8","2014 11:53"
"73","Ada.Campo-Corrente@gastech.com.kronos",262,"1/8/2014 11:53","RE: Impact of Kronos politics on upcoming rollout","Ada.Campo-Corrente@gastech.com.kronos","1","8","2014 11:53"
"74","Ada.Campo-Corrente@gastech.com.kronos",272,"1/8/2014 12:44","RE: Suggest topics for upcoming retreat","Ada.Campo-Corrente@gastech.com.kronos","1","8","2014 12:44"
"75","Ada.Campo-Corrente@gastech.com.kronos",272,"1/8/2014 12:44","RE: Suggest topics for upcoming retreat","Ingrid.Barranco@gastech.com.kronos","1","8","2014 12:44"
"76","Ada.Campo-Corrente@gastech.com.kronos",275,"1/8/2014 12:58","RE: Suggest topics for upcoming retreat","Ada.Campo-Corrente@gastech.com.kronos","1","8","2014 12:58"
"77","Ada.Campo-Corrente@gastech.com.kronos",275,"1/8/2014 12:58","RE: Suggest topics for upcoming retreat","Ingrid.Barranco@gastech.com.kronos","1","8","2014 12:58"
"78","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Rachel.Pantanal@gastech.com.kronos","1","8","2014 18:18"
"79","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Lars.Azada@gastech.com.kronos","1","8","2014 18:18"
"80","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Felix.Balas@gastech.com.kronos","1","8","2014 18:18"
"81","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Isande.Borrasca@gastech.com.kronos","1","8","2014 18:18"
"82","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Axel.Calzas@gastech.com.kronos","1","8","2014 18:18"
"83","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Gustav.Cazar@gastech.com.kronos","1","8","2014 18:18"
"84","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Lidelse.Dedos@gastech.com.kronos","1","8","2014 18:18"
"85","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Birgitta.Frente@gastech.com.kronos","1","8","2014 18:18"
"86","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Vira.Frente@gastech.com.kronos","1","8","2014 18:18"
"87","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Adra.Nubarron@gastech.com.kronos","1","8","2014 18:18"
"88","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Marin.Onda@gastech.com.kronos","1","8","2014 18:18"
"89","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Kare.Orilla@gastech.com.kronos","1","8","2014 18:18"
"90","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Elsa.Orilla@gastech.com.kronos","1","8","2014 18:18"
"91","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Brand.Tempestad@gastech.com.kronos","1","8","2014 18:18"
"92","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Ingrid.Barranco@gastech.com.kronos","1","8","2014 18:18"
"93","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Ada.Campo-Corrente@gastech.com.kronos","1","8","2014 18:18"
"94","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Sten.Sanjorge Jr.@gastech.com.kronos","1","8","2014 18:18"
"95","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Orhan.Strum@gastech.com.kronos","1","8","2014 18:18"
"96","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Willem.Vasco-Pais@gastech.com.kronos","1","8","2014 18:18"
"97","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Bertrand.Ovan@gastech.com.kronos","1","8","2014 18:18"
"98","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Albina.Hafon@gastech.com.kronos","1","8","2014 18:18"
"99","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Benito.Hawelon@gastech.com.kronos","1","8","2014 18:18"
"100","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Claudio.Hawelon@gastech.com.kronos","1","8","2014 18:18"
"101","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Henk.Mies@gastech.com.kronos","1","8","2014 18:18"
"102","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Valeria.Morlun@gastech.com.kronos","1","8","2014 18:18"
"103","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Adan.Morlun@gastech.com.kronos","1","8","2014 18:18"
"104","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Cecilia.Morluniau@gastech.com.kronos","1","8","2014 18:18"
"105","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Irene.Nant@gastech.com.kronos","1","8","2014 18:18"
"106","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Dylan.Scozzese@gastech.com.kronos","1","8","2014 18:18"
"107","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Lucas.Alcazar@gastech.com.kronos","1","8","2014 18:18"
"108","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Isak.Baza@gastech.com.kronos","1","8","2014 18:18"
"109","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Linnea.Bergen@gastech.com.kronos","1","8","2014 18:18"
"110","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Nils.Calixto@gastech.com.kronos","1","8","2014 18:18"
"111","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Sven.Flecha@gastech.com.kronos","1","8","2014 18:18"
"112","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Hideki.Cocinaro@gastech.com.kronos","1","8","2014 18:18"
"113","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Inga.Ferro@gastech.com.kronos","1","8","2014 18:18"
"114","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Loreto.Bodrogi@gastech.com.kronos","1","8","2014 18:18"
"115","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Isia.Vann@gastech.com.kronos","1","8","2014 18:18"
"116","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Stenig.Fusil@gastech.com.kronos","1","8","2014 18:18"
"117","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Hennie.Osvaldo@gastech.com.kronos","1","8","2014 18:18"
"118","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Kanon.Herrero@gastech.com.kronos","1","8","2014 18:18"
"119","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Varja.Lagos@gastech.com.kronos","1","8","2014 18:18"
"120","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Minke.Mies@gastech.com.kronos","1","8","2014 18:18"
"121","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Felix.Resumir@gastech.com.kronos","1","8","2014 18:18"
"122","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Edvard.Vann@gastech.com.kronos","1","8","2014 18:18"
"123","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Emile.Arpa@gastech.com.kronos","1","8","2014 18:18"
"124","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Varro.Awelon@gastech.com.kronos","1","8","2014 18:18"
"125","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Mat.Bramar@gastech.com.kronos","1","8","2014 18:18"
"126","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Dante.Coginian@gastech.com.kronos","1","8","2014 18:18"
"127","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Carla.Forluniau@gastech.com.kronos","1","8","2014 18:18"
"128","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Linda.Lagos@gastech.com.kronos","1","8","2014 18:18"
"129","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Cornelia.Lais@gastech.com.kronos","1","8","2014 18:18"
"130","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Ruscella.Mies.Haber@gastech.com.kronos","1","8","2014 18:18"
"131","Ada.Campo-Corrente@gastech.com.kronos",316,"1/8/2014 18:18","RE: Vacation donation request","Anda.Ribera@gastech.com.kronos","1","8","2014 18:18"
"132","Ada.Campo-Corrente@gastech.com.kronos",343,"1/9/2014 11:25","RE: Impact of local politics on profit margin","Sten.Sanjorge Jr.@gastech.com.tethys","1","9","2014 11:25"
"133","Ada.Campo-Corrente@gastech.com.kronos",343,"1/9/2014 11:25","RE: Impact of local politics on profit margin","Willem.Vasco-Pais@gastech.com.kronos","1","9","2014 11:25"
"134","Ada.Campo-Corrente@gastech.com.kronos",343,"1/9/2014 11:25","RE: Impact of local politics on profit margin","Ada.Campo-Corrente@gastech.com.kronos","1","9","2014 11:25"
"135","Ada.Campo-Corrente@gastech.com.kronos",343,"1/9/2014 11:25","RE: Impact of local politics on profit margin","Orhan.Strum@gastech.com.kronos","1","9","2014 11:25"
"136","Ada.Campo-Corrente@gastech.com.kronos",362,"1/9/2014 13:11","RE: Impact of local politics on profit margin","Sten.Sanjorge Jr.@gastech.com.tethys","1","9","2014 13:11"
"137","Ada.Campo-Corrente@gastech.com.kronos",362,"1/9/2014 13:11","RE: Impact of local politics on profit margin","Willem.Vasco-Pais@gastech.com.kronos","1","9","2014 13:11"
"138","Ada.Campo-Corrente@gastech.com.kronos",362,"1/9/2014 13:11","RE: Impact of local politics on profit margin","Ada.Campo-Corrente@gastech.com.kronos","1","9","2014 13:11"
"139","Ada.Campo-Corrente@gastech.com.kronos",362,"1/9/2014 13:11","RE: Impact of local politics on profit margin","Orhan.Strum@gastech.com.kronos","1","9","2014 13:11"
"140","Ada.Campo-Corrente@gastech.com.kronos",397,"1/9/2014 15:17","Impromptu golf vacation - who's in?","Ada.Campo-Corrente@gastech.com.kronos","1","9","2014 15:17"
"141","Ada.Campo-Corrente@gastech.com.kronos",397,"1/9/2014 15:17","Impromptu golf vacation - who's in?","Orhan.Strum@gastech.com.kronos","1","9","2014 15:17"
"142","Ada.Campo-Corrente@gastech.com.kronos",397,"1/9/2014 15:17","Impromptu golf vacation - who's in?","Willem.Vasco-Pais@gastech.com.kronos","1","9","2014 15:17"
"143","Ada.Campo-Corrente@gastech.com.kronos",397,"1/9/2014 15:17","Impromptu golf vacation - who's in?","Sten.Sanjorge Jr.@gastech.com.tethys","1","9","2014 15:17"
"144","Ada.Campo-Corrente@gastech.com.kronos",494,"1/10/2014 15:00","RE: Reception after the corporate meeting Monday morning","Ingrid.Barranco@gastech.com.kronos","1","10","2014 15:00"
"145","Ada.Campo-Corrente@gastech.com.kronos",494,"1/10/2014 15:00","RE: Reception after the corporate meeting Monday morning","Ada.Campo-Corrente@gastech.com.kronos","1","10","2014 15:00"
"146","Ada.Campo-Corrente@gastech.com.kronos",501,"1/10/2014 15:32","Recommendations for a good investment advisor?","Ingrid.Barranco@gastech.com.kronos","1","10","2014 15:32"
"147","Ada.Campo-Corrente@gastech.com.kronos",501,"1/10/2014 15:32","Recommendations for a good investment advisor?","Sten.Sanjorge Jr.@gastech.com.tethys","1","10","2014 15:32"
"148","Ada.Campo-Corrente@gastech.com.kronos",599,"1/13/2014 14:13","RE: Managing perceptions about the IPO","Ingrid.Barranco@gastech.com.kronos","1","13","2014 14:13"
"149","Ada.Campo-Corrente@gastech.com.kronos",599,"1/13/2014 14:13","RE: Managing perceptions about the IPO","Ada.Campo-Corrente@gastech.com.kronos","1","13","2014 14:13"
"150","Ada.Campo-Corrente@gastech.com.kronos",599,"1/13/2014 14:13","RE: Managing perceptions about the IPO","Sten.Sanjorge Jr.@gastech.com.tethys","1","13","2014 14:13"
"151","Ada.Campo-Corrente@gastech.com.kronos",599,"1/13/2014 14:13","RE: Managing perceptions about the IPO","Willem.Vasco-Pais@gastech.com.kronos","1","13","2014 14:13"
"152","Ada.Campo-Corrente@gastech.com.kronos",607,"1/13/2014 15:02","RE: Managing perceptions about the IPO","Ingrid.Barranco@gastech.com.kronos","1","13","2014 15:02"
"153","Ada.Campo-Corrente@gastech.com.kronos",607,"1/13/2014 15:02","RE: Managing perceptions about the IPO","Ada.Campo-Corrente@gastech.com.kronos","1","13","2014 15:02"
"154","Ada.Campo-Corrente@gastech.com.kronos",607,"1/13/2014 15:02","RE: Managing perceptions about the IPO","Sten.Sanjorge Jr.@gastech.com.tethys","1","13","2014 15:02"
"155","Ada.Campo-Corrente@gastech.com.kronos",607,"1/13/2014 15:02","RE: Managing perceptions about the IPO","Willem.Vasco-Pais@gastech.com.kronos","1","13","2014 15:02"
"156","Ada.Campo-Corrente@gastech.com.kronos",745,"1/14/2014 15:20","RE: Impact of local politics on profit margin","Ada.Campo-Corrente@gastech.com.kronos","1","14","2014 15:20"
"157","Ada.Campo-Corrente@gastech.com.kronos",745,"1/14/2014 15:20","RE: Impact of local politics on profit margin","Orhan.Strum@gastech.com.kronos","1","14","2014 15:20"
"158","Ada.Campo-Corrente@gastech.com.kronos",745,"1/14/2014 15:20","RE: Impact of local politics on profit margin","Willem.Vasco-Pais@gastech.com.kronos","1","14","2014 15:20"
"159","Ada.Campo-Corrente@gastech.com.kronos",745,"1/14/2014 15:20","RE: Impact of local politics on profit margin","Ingrid.Barranco@gastech.com.kronos","1","14","2014 15:20"
"160","Ada.Campo-Corrente@gastech.com.kronos",887,"1/15/2014 15:41","Deadline changed?","Ruscella.Mies.Haber@gastech.com.kronos","1","15","2014 15:41"
"161","Ada.Campo-Corrente@gastech.com.kronos",908,"1/15/2014 17:46","RE: Yearly numbers looking good","Willem.Vasco-Pais@gastech.com.kronos","1","15","2014 17:46"
